Country,City,AccentCity,Region,Population,Latitude,Longitude
de,bamberg,Bamberg,2,70471,49.866667,10.866667
gb,crewe,Crewe,Z7,70456,53.1,-2.433333
gb,mansfield,Mansfield,J9,70447,53.133333,-1.2
cu,contramaestre,Contramaestre,15,70441,20.2977778,-76.2413889
br,iguatu,Iguatu,6,70381,-6.366667,-39.3
cn,jiangyan,Jiangyan,4,70375,32.506111,120.142778
ar,goya,Goya,6,70340,-29.14003,-59.262564
cn,fuyang,Fuyang,2,70183,30.053333,119.951944
cn,xiashi,Xiashi,2,70171,30.536294,120.686384
es,las rozas de madrid,Las Rozas de Madrid,29,70110,40.492113,-3.871271
cd,lisala,Lisala,2,70082,2.15,21.516667
cn,binzhou,Binzhou,16,70013,23.223785,108.802165
es,san sebastian de los reyes,San Sebastián de los Reyes,29,69954,40.550535,-3.626052
cn,mengcheng,Mengcheng,1,69916,33.266109,116.566052
cn,wangkui,Wangkui,8,69915,46.833333,126.5
cu,guira de melena,Güira de Melena,11,69897,22.7905556,-82.5052778
cu,consolacion del sur,Consolación del Sur,1,69859,22.5047222,-83.5136111
br,paragominas,Paragominas,16,69616,-2.966667,-47.483333
bg,blagoevgrad,Blagoevgrad,38,69547,42.0166667,23.1
cl,linares,Linares,11,69536,-35.85,-71.6
gb,shrewsbury,Shrewsbury,L6,69520,52.716667,-2.733333
cm,bafia,Bafia,11,69511,4.75,11.2333333
br,lins,Lins,27,69452,-21.666667,-49.75
cv,mindelo,Mindelo,0,69441,16.8833333,-25
br,jaboticabal,Jaboticabal,27,69396,-21.266667,-48.316667
de,plauen,Plauen,13,69378,50.5,12.133333
eg,esna,Esna,23,69335,25.2930556,32.5527778
co,arauca,Arauca,3,69266,7.084512,-70.755366
de,aschaffenburg,Aschaffenburg,2,69248,49.973889,9.149167
cn,jiehu,Jiehu,25,69245,35.542778,118.455
be,hasselt,Hasselt,5,69222,50.933333,5.333333
cn,linjiang,Linjiang,5,69149,41.806944,126.907778
de,unna,Unna,7,69138,51.533333,7.683333
es,manresa,Manresa,56,69134,41.726337,1.825837
cm,wum,Wum,7,69072,6.3833333,10.0666667
be,ostend,Ostend,9,69011,51.216667,2.916667
be,sint-niklaas,Sint-Niklaas,8,69010,51.166667,4.133333
cn,xiaoshi,Xiaoshi,19,68994,41.297111,124.120918
cu,guines,Güines,11,68938,22.8361111,-82.0280556
ci,duekoue,Duekoué,84,68872,6.74202,-7.349183
eg,abnub,Abnub,17,68756,27.2666667,31.1502778
cn,chengmai,Chengmai,31,68720,19.6825,110.090278
ca,kamloops,Kamloops,2,68715,50.666667,-120.333333
ci,danane,Danané,78,68687,7.259572,-8.154981
br,vicosa,Viçosa,15,68681,-20.75,-42.883333
cn,heishan,Heishan,19,68603,41.689167,122.112778
gh,madina,Madina,8,68591,5.6833333,-0.1666667
co,sabanalarga,Sabanalarga,4,68536,10.629617,-74.92063
co,chinchina,Chinchiná,37,68513,4.9825,-75.603611
cn,pengcheng,Pengcheng,10,68442,36.431111,114.17
cn,shima,Shima,7,68375,24.447778,117.811111
cn,mingguang,Mingguang,1,68351,32.780169,117.963776
cn,ninghai,Ninghai,2,68330,29.289167,121.424722
fr,beziers,Béziers,A9,68264,43.345287,3.222374
cz,most,Most,89,68254,50.509611,13.639121
cd,lodja,Lodja,0,68239,-3.483333,23.433333
cn,kuche,Kuche,13,68105,41.727778,82.936389
cu,artemisa,Artemisa,11,68076,22.8130556,-82.7619444
gb,cannock,Cannock,N1,68067,52.683333,-2.016667
br,balsas,Balsas,13,68058,-7.516667,-46.033333
cn,chaihe,Chaihe,8,67963,44.766667,129.7
cn,minggang,Minggang,9,67945,32.458611,114.048611
cn,tangzhai,Tangzhai,1,67936,34.432778,116.591111
br,itatiba,Itatiba,27,67935,-23,-46.85
cn,dongfeng,Dongfeng,5,67820,42.640309,125.511762
cl,quillota,Quillota,1,67779,-32.883333,-71.266667
gb,ellesmere port,Ellesmere Port,28,67768,53.283333,-2.9
cn,zhenlai,Zhenlai,5,67760,45.849549,123.297296
ci,tingrela,Tingréla,87,67746,10.48115,-6.406939
be,tournai,Tournai,3,67720,50.6,3.383333
cn,songjianghe,Songjianghe,5,67672,42.185903,127.478946
gb,doncaster,Doncaster,D5,67671,53.533333,-1.116667
bd,palang,Palang,81,67659,23.2166667,90.35
de,lippstadt,Lippstadt,7,67638,51.666667,8.35
cn,luorong,Luorong,16,67593,24.405833,109.608611
de,aalen,Aalen,1,67593,48.833333,10.1
ao,soyo,Soyo,16,67553,-6.134903,12.368935
ar,san pedro,San Pedro,1,67514,-33.679127,-59.666635
cn,wenling,Wenling,2,67433,28.366944,121.36
br,santa ines,Santa Inês,13,67426,-3.65,-45.366667
cn,rongcheng,Rongcheng,7,67397,25.725,119.379444
de,neubrandenburg,Neubrandenburg,12,67393,53.566667,13.266667
cn,caohe,Caohe,12,67370,30.2297,115.433461
cu,san luis,San Luis,15,67296,20.0997222,-75.7472222
cn,pingzhuang,Pingzhuang,20,67273,42.037222,119.288889
br,tubarao,Tubarão,26,67246,-28.5,-49.016667
cn,fengkou,Fengkou,12,67139,30.083333,113.266667
ee,narva,Narva,3,66980,59.3772222,28.1902778
cn,liuhe,Liuhe,5,66975,42.240066,125.717173
fr,saint-nazaire,Saint-Nazaire,B5,66937,47.279883,-2.208804
de,neuwied,Neuwied,8,66901,50.433333,7.466667
cn,xihua,Xihua,9,66848,33.783333,114.516667
do,bajos de haina,Bajos de Haina,33,66810,18.4166667,-70.0333333
es,el prat de llobregat,El Prat de Llobregat,56,66796,41.327836,2.094718
do,bani,Baní,17,66712,18.2833333,-70.3333333
fr,cannes,Cannes,B8,66687,43.549744,6.9943
fr,colmar,Colmar,C1,66637,48.078708,7.355401
cn,tailai,Tailai,8,66623,46.383333,123.4
cn,juxian,Juxian,25,66588,35.579444,118.832778
cn,sanchazi,Sanchazi,5,66576,42.081667,126.600278
cn,ningan,Ningan,8,66549,44.383333,129.433333
cn,wuan,Wuan,10,66523,36.694444,114.196389
cn,lianyuan,Lianyuan,11,66501,27.688333,111.664167
ca,white rock,White Rock,2,66450,49.033333,-122.816667
cn,qiyang,Qiyang,11,66442,26.573073,111.841839
es,melilla,Melilla,51,66419,35.283924,-2.943075
cn,changying,Changying,9,66392,34.116667,114.6
cn,huinan,Huinan,5,66315,42.6225,126.261389
fr,quimper,Quimper,A2,66251,48,-4.1
cn,luoyang,Luoyang,7,66188,24.959379,118.682998
cn,bamiantong,Bamiantong,8,66170,44.933333,130.533333
cn,huanren,Huanren,19,66147,41.260501,125.406431
cn,huanan,Huanan,8,66087,46.216667,130.516667
es,rubi,Rubí,56,66084,41.492256,2.033047
cu,moron,Morón,7,66062,22.1094444,-78.6275
cn,yangshe,Yangshe,4,66039,31.889945,120.605215
cn,xiaolingwei,Xiaolingwei,4,66031,32.033333,118.85
ao,cabinda,Cabinda,3,66020,-5.55,12.2
bt,phuntsholing,Phuntsholing,6,65892,26.85,89.3833333
cn,mengyin,Mengyin,25,65889,35.706944,117.926389
au,rockhampton,Rockhampton,4,65851,-23.38032,150.505951
fr,merignac,Mérignac,97,65847,44.832475,-0.633809
de,herford,Herford,7,65834,52.133333,8.683333
br,pato branco,Pato Branco,18,65754,-26.216667,-52.666667
cn,dashitou,Dashitou,5,65683,43.306667,128.511389
ar,rivadavia,Rivadavia,13,65641,-33.190509,-68.46081
cn,fushan,Fushan,25,65622,37.495833,121.258056
cm,bangangte,Bangangté,8,65608,5.15,10.5166667
cn,babu,Babu,16,65603,24.416667,111.516667
br,paulinia,Paulínia,27,65596,-22.75,-47.166667
co,caldas,Caldas,2,65566,6.091056,-75.63569
cn,longhua,Longhua,33,65565,29.116667,107.266667
ca,prince george,Prince George,2,65558,53.916667,-122.766667
cn,yebaishou,Yebaishou,19,65536,41.3975,119.640833
cn,huaiyuan,Huaiyuan,1,65530,32.958933,117.165658
cl,penaflor,Penaflor,12,65494,-33.616667,-70.916667
cz,karvina,Karvina,85,65441,49.856792,18.546907
cn,dancheng,Dancheng,9,65411,33.633333,115.183333
br,lajeado,Lajeado,23,65408,-29.45,-51.966667
gb,bognor regis,Bognor Regis,P6,65391,50.783333,-0.65
gb,torquay,Torquay,O4,65389,50.45,-3.5
cn,bianzhuang,Bianzhuang,25,65381,34.848611,118.044722
ca,belleville,Belleville,8,65368,44.166667,-77.383333
de,herten,Herten,7,65367,51.6,7.133333
cn,wangou,Wangou,5,65298,42.059722,126.915833
gb,stafford,Stafford,M9,65290,52.8,-2.1
gb,stafford,Stafford,N1,65290,52.833333,-2
br,cruz alta,Cruz Alta,23,65276,-28.65,-53.6
cn,jiaocheng,Jiaocheng,7,65170,26.661667,119.522778
cn,fengrun,Fengrun,10,65150,39.833333,118.116667
bd,lalmanir hat,Lalmanir Hat,83,65135,25.9,89.45
es,sant cugat del valles,Sant Cugat del Vallès,56,65118,41.471379,2.081834
br,aquiraz,Aquiraz,6,65117,-3.9,-38.366667
de,weimar,Weimar,15,65113,50.983333,11.316667
cn,kunyang,Kunyang,2,65009,27.665833,120.565833
af,kholm,Kholm,30,64954,36.697362,67.698255
cn,wanning,Wanning,31,64954,18.800278,110.396667
co,villa del rosario,Villa del Rosario,21,64952,7.833889,-72.474167
cn,lingao,Lingao,31,64874,19.907778,109.685833
de,grevenbroich,Grevenbroich,7,64851,51.083333,6.583333
cn,hongan,Hongan,12,64831,31.362075,114.63689
gb,kingswood,Kingswood,M6,64793,51.452778,-2.508333
br,gurupi,Gurupi,31,64790,-11.7225,-49.012222
br,itaituba,Itaituba,16,64758,-4.216667,-56.016667
de,kerpen,Kerpen,7,64729,50.866667,6.7
bd,raypur,Raypur,80,64659,23.05,90.7666667
gb,royal leamington spa,Royal Leamington Spa,P3,64641,52.3,-1.533333
es,ciudad real,Ciudad Real,54,64625,38.986258,-3.92907
br,santo angelo,Santo Ângelo,23,64607,-28.3,-54.266667
cn,xunchang,Xunchang,32,64580,28.454332,104.714984
co,chia,Chía,33,64570,4.858755,-74.058659
cn,yuncheng,Yuncheng,25,64511,35.598333,115.934722
eg,rosetta,Rosetta,3,64489,31.4044444,30.4163889
cn,changli,Changli,10,64476,39.704167,119.150556
br,parintins,Parintins,4,64429,-2.6,-56.733333
cn,kaihua,Kaihua,29,64404,23.368701,104.279996
de,frankfurt,Frankfurt,11,64399,52.35,14.55
cm,buea,Buea,9,64372,4.1594444,9.2366667
gb,waterlooville,Waterlooville,F2,64350,50.866667,-1.016667
af,taloqan,Taloqan,26,64275,36.734133,69.533559
cn,qinggang,Qinggang,8,64182,46.683333,126.083333
de,dormagen,Dormagen,7,64129,51.1,6.833333
de,bergheim,Bergheim,7,64082,50.966667,6.65
gr,ioannina,Ioánnina,17,64012,39.6675,20.8508333
ca,sault sainte marie,Sault Sainte Marie,8,63967,46.5,-84.333333
br,curvelo,Curvelo,15,63955,-18.75,-44.416667
es,gandia,Gandía,60,63893,38.967418,-0.18158
br,itabaiana,Itabaiana,28,63889,-10.683333,-37.433333
cu,colon,Colón,3,63885,22.7191667,-80.9058333
bf,banfora,Banfora,55,63883,10.6333333,-4.7666667
de,fulda,Fulda,5,63851,50.55,9.666667
cn,yangcun,Yangcun,28,63756,39.363889,117.060278
fr,valence,Valence,B9,63754,44.92801,4.895103
cn,zhicheng,Zhicheng,2,63753,31.006111,119.903611
br,cacador,Caçador,26,63727,-26.783333,-51
br,caldas novas,Caldas Novas,29,63681,-17.75,-48.633333
br,ouro preto,Ouro Prêto,15,63679,-20.383333,-43.5
be,genk,Genk,5,63666,50.966667,5.5
br,irece,Irecê,5,63628,-11.3,-41.866667
ar,tartagal,Tartagal,17,63600,-22.516365,-63.801314
cn,mabai,Mabai,29,63569,23.012792,104.450813
br,catalao,Catalão,29,63545,-18.166667,-47.95
fr,drancy,Drancy,A8,63535,48.925785,2.445327
ci,guiglo,Guiglo,84,63528,6.543682,-7.493495
br,tres coracoes,Três Corações,15,63458,-21.7,-45.266667
cn,nanlong,Nanlong,32,63405,31.35333,106.06309
br,rio largo,Rio Largo,2,63389,-9.483333,-35.85
ec,el carmen,El Carmen,10,63371,-1.3166667,-80.0166667
de,garbsen,Garbsen,6,63354,52.416667,9.6
gb,rugby,Rugby,P3,63323,52.366667,-1.25
eg,fowa,Fowa,21,63310,31.2025,30.5472222
cn,linshu,Linshu,25,63285,34.916111,118.638889
bw,molepolole,Molepolole,6,63251,-24.4166667,25.5333333
br,vilhena,Vilhena,24,63237,-12.716667,-60.116667
br,valenca,Valença,5,63233,-13.366667,-39.083333
gh,sunyani,Sunyani,3,63180,7.3333333,-2.3333333
es,zamora,Zamora,55,63160,41.50494,-5.745296
es,el ejido,El Ejido,51,63155,36.773804,-2.816556
es,orihuela,Orihuela,60,63147,38.084834,-0.944011
ca,medicine hat,Medicine Hat,1,63140,50.033333,-110.683333
cl,melipilla,Melipilla,12,63100,-33.7,-71.216667
cr,limon,Limón,6,63094,9.992861,-83.030533
es,velez-malaga,Vélez-Málaga,51,63064,36.772621,-4.100447
gp,les abymes,Les Abymes,0,63061,16.2666667,-61.5
cn,botou,Botou,10,63045,38.066667,116.566667
br,peruibe,Peruíbe,27,63032,-24.316667,-47
es,chiclana,Chiclana,51,63012,36.421075,-6.148614
cu,florida,Florida,5,63009,21.5247222,-78.2258333
cn,baoqing,Baoqing,8,62991,46.331667,132.211111
au,coffs harbour,Coffs Harbour,2,62978,-30.296261,153.11351
br,itapeva,Itapeva,27,62958,-23.966667,-48.866667
ar,eldorado,Eldorado,14,62823,-26.404841,-54.624784
gb,ashford,Ashford,G5,62787,51.133333,0.883333
br,cataguases,Cataguases,15,62619,-21.4,-42.683333
gb,bangor,Bangor,T2,62568,54.65,-5.7
cn,kaitong,Kaitong,5,62537,44.813513,123.149999
cd,kipushi,Kipushi,5,62382,-11.766667,27.233333
cn,dengfeng,Dengfeng,9,62375,34.455278,113.028056
cn,zhaozhou,Zhaozhou,8,62373,45.683333,125.316667
cn,qianan,Qianan,5,62337,44.993243,124.058109
co,rionegro,Rionegro,2,62292,6.155149,-75.373708
es,sanlucar de barrameda,Sanlúcar de Barrameda,51,62213,36.778081,-6.351504
co,calarca,Calarcá,23,62171,4.529486,-75.640914
cn,shuangyang,Shuangyang,5,62137,43.524167,125.673611
cn,nianzishan,Nianzishan,8,62131,47.516667,122.883333
cn,yunjinghong,Yunjinghong,29,62105,21.991015,100.734086
cu,sagua la grande,Sagua la Grande,16,62075,22.8066667,-80.0755556
br,saquarema,Saquarema,21,62057,-22.933333,-42.5
cn,pingyin,Pingyin,25,62050,36.283056,116.445278
eg,marsa matruh,Marsa Matruh,22,62049,31.35,27.2333333
br,tupa,Tupã,27,62036,-21.933333,-50.5
cn,binzhou,Binzhou,8,62017,45.752809,127.479863
ci,boundiali,Boundiali,87,61998,9.521667,-6.486944
cn,hushitai,Hushitai,19,61979,41.932222,123.511389
cn,zhenhai,Zhenhai,2,61979,29.969497,121.687529
br,fernandopolis,Fernandópolis,27,61932,-20.266667,-50.233333
cn,huoqiu,Huoqiu,1,61904,32.354727,116.293898
fr,troyes,Troyes,A4,61903,48.300727,4.085244
cn,mudu,Mudu,4,61902,31.251958,120.511792
cn,nandu,Nandu,16,61881,22.8525,110.823333
cn,daye,Daye,12,61847,30.083333,114.95
do,moca,Moca,8,61838,19.4166667,-70.5666667
cn,xinan,Xinan,4,61816,34.375833,118.345
br,senador canedo,Senador Canedo,29,61801,-16.716667,-49.083333
de,kempten,Kempten,2,61800,47.716667,10.316667
cn,jingcheng,Jingcheng,4,61772,32.014167,120.2625
cn,yingshang,Yingshang,1,61771,32.629453,116.270135
de,wesel,Wesel,7,61768,51.666667,6.616667
bd,lakshmipur,Lakshmipur,85,61710,22.95,90.8333333
cn,pumiao,Pumiao,16,61690,22.75,108.483333
de,sindelfingen,Sindelfingen,1,61686,48.7,9.016667
fr,noisy-le-grand,Noisy-le-Grand,A8,61650,48.849792,2.562658
gf,cayenne,Cayenne,0,61642,4.9333333,-52.3333333
cn,xinye,Xinye,9,61633,32.518611,112.352222
br,itapira,Itapira,27,61608,-22.433333,-46.833333
fr,antony,Antony,A8,61595,48.758283,2.305568
cn,lishu,Lishu,5,61584,43.304722,124.327778
cz,frydek-mistek,Frydek-Mistek,85,61584,49.683333,18.35
cn,alihe,Alihe,20,61582,50.566667,123.716667
cz,opava,Opava,85,61514,49.93846,17.902628
bz,belize,Belize,1,61462,17.4833333,-88.1833333
cn,dongning,Dongning,8,61440,44.062188,131.120752
bf,ouahigouya,Ouahigouya,76,61439,13.5833333,-2.4166667
cn,suicheng,Suicheng,4,61430,33.896298,117.933066
es,viladecans,Viladecáns,56,61419,41.316881,2.016775
fr,la seyne-sur-mer,La Seyne-sur-Mer,B8,61417,43.098184,5.884715
de,schwabisch gmund,Schwäbisch Gmünd,1,61379,48.8,9.783333
es,la linea,La Línea,51,61369,36.168024,-5.347195
gb,aldershot,Aldershot,F2,61339,51.25,-0.766667
br,gravata,Gravatá,30,61250,-8.2,-35.566667
cn,jijiang,Jijiang,33,61161,29.290556,106.254167
br,valenca,Valença,21,61145,-22.241944,-43.701389
es,ponferrada,Ponferrada,55,61134,42.546638,-6.596187
de,landshut,Landshut,2,61131,48.533333,12.15
bg,gabrovo,Gabrovo,41,61109,42.8747222,25.3341667
ar,villa carlos paz,Villa Carlos Paz,5,61095,-31.424138,-64.497778
cn,xifeng,Xifeng,19,61087,42.737222,124.722222
gb,royal tunbridge wells,Royal Tunbridge Wells,G5,61075,51.133333,0.283333
gb,bury,Bury,C1,61045,53.6,-2.3
co,yopal,Yopal,32,61031,5.337752,-72.395859
cn,yicheng,Yicheng,12,61027,31.704722,112.256111
cn,yanliang,Yanliang,26,60891,34.659177,109.22921
cn,tahe,Tahe,8,60874,52.333333,124.733333
cn,erdaojiang,Erdaojiang,5,60831,41.776389,126.031944
cn,tianpeng,Tianpeng,32,60797,30.986641,103.939333
de,rosenheim,Rosenheim,2,60768,47.85,12.133333
cn,xixiang,Xixiang,9,60745,35.162778,112.865
be,seraing,Seraing,4,60737,50.6,5.483333
gr,ayia paraskevi,Ayía Paraskeví,35,60662,38.0166667,23.8333333
cn,mujiayingzi,Mujiayingzi,20,60627,42.116667,118.783333
es,benidorm,Benidorm,60,60603,38.539234,-0.136386
cn,baoning,Baoning,32,60542,31.55037,105.99381
cn,longkou,Longkou,25,60444,37.650833,120.328611
gb,taunton,Taunton,M3,60433,51.021111,-3.104722
br,pirassununga,Pirassununga,27,60414,-21.983333,-47.416667
cn,qingan,Qingan,8,60408,46.879444,127.506667
cn,dangtu,Dangtu,1,60335,31.559777,118.482888
fr,cergy,Cergy,A8,60288,49.036448,2.076133
es,elda,Elda,60,60276,38.477827,-0.791573
cn,wucheng,Wucheng,1,60212,29.600768,118.174951
cu,trinidad,Trinidad,14,60208,21.8019444,-79.9841667
cn,yuxia,Yuxia,26,60206,34.061535,108.629046
br,unai,Unaí,15,60203,-16.383333,-46.883333
et,assela,Assela,51,60191,7.95,39.133333
cn,qixingtai,Qixingtai,12,60169,30.413547,111.887388
cn,taozhuang,Taozhuang,25,60137,34.85,117.333333
gb,margate,Margate,G5,60134,51.383333,1.416667
br,caratinga,Caratinga,15,60067,-19.783333,-42.133333
cd,binga,Binga,0,60037,2.383333,20.5
cn,huangzhai,Huangzhai,9,60037,33.5,114.783333
ao,uige,Uíge,15,60008,-7.613282,15.056621
cf,berberati,Berbérati,4,59963,4.2666667,15.7833333
eg,beba,Beba,18,59937,28.925,30.9833333
de,russelsheim,Rüsselsheim,5,59911,49.9925,8.435
cn,jiangkou,Jiangkou,7,59902,25.487222,119.198611
gb,farnborough,Farnborough,F2,59902,51.266667,-0.733333
cn,laibin,Laibin,16,59835,23.7,109.266667
fr,pessac,Pessac,97,59818,44.810112,-0.641294
ci,agnibilekrou,Agnibilékrou,85,59780,7.131132,-3.204147
br,itapetinga,Itapetinga,5,59723,-15.25,-40.25
al,fier,Fier,44,59719,40.7238889,19.5561111
gb,runcorn,Runcorn,C5,59679,53.333333,-2.75
br,mococa,Mococa,27,59656,-21.466667,-47.016667
br,sao borja,São Borja,23,59614,-28.65,-56
gb,great yarmouth,Great Yarmouth,I9,59601,52.633333,1.75
cu,san cristobal,San Cristóbal,1,59582,22.7141667,-83.0480556
es,torrevieja,Torrevieja,60,59528,37.978718,-0.682222
ca,drummondville,Drummondville,10,59489,45.883333,-72.483333
gb,maidenhead,Maidenhead,P9,59463,51.516667,-0.7
cn,wenshang,Wenshang,25,59455,35.7275,116.496111
gb,rhondda,Rhondda,Y9,59450,51.65,-3.483333
fr,levallois-perret,Levallois-Perret,A8,59434,48.893889,2.288635
br,carazinho,Caràzinho,23,59418,-28.3,-52.8
fr,sarcelles,Sarcelles,A8,59372,48.99365,2.410771
cn,zhaoyuan,Zhaoyuan,8,59370,45.5,125.133333
cn,mingshui,Mingshui,8,59369,47.166667,125.916667
de,hameln,Hameln,6,59349,52.1,9.35
cn,dengzhou,Dengzhou,9,59338,32.682222,112.081944
gb,loughborough,Loughborough,H5,59317,52.766667,-1.2
cl,san felipe,San Felipe,1,59294,-32.75,-70.733333
fi,lappeenranta,Lappeenranta,13,59276,61.066667,28.183333
fr,lorient,Lorient,A2,59242,47.75,-3.366667
cn,gannan,Gannan,8,59239,47.914722,123.503056
cn,angangxi,Angangxi,8,59211,47.15,123.81
cn,hongjiang,Hongjiang,11,59199,27.11,109.995556
co,sahagun,Sahagún,12,59189,8.946165,-75.442749
cn,zhicheng,Zhicheng,7,59187,27.046944,118.325278
co,fundacion,Fundación,38,59177,10.520664,-74.185037
cn,fuli,Fuli,8,59160,46.721667,131.139444
do,azua,Azua,1,59141,18.45,-70.7333333
de,offenburg,Offenburg,1,59109,48.483333,7.933333
cn,haizhou,Haizhou,4,59098,34.581667,119.128889
cn,yigou,Yigou,9,59073,35.811389,114.316667
cd,kabinda,Kabinda,4,58999,-6.133333,24.483333
br,santa rosa,Santa Rosa,23,58958,-27.866667,-54.483333
ar,obera,Obera,14,58939,-27.487059,-55.11994
de,menden,Menden,7,58939,51.433333,7.8
es,alcala de guadaira,Alcalá de Guadaira,51,58934,37.337906,-5.839506
cn,xiaoweizhai,Xiaoweizhai,18,58913,26.190278,107.5125
de,stolberg,Stolberg,7,58900,50.766667,6.233333
at,villach,Villach,2,58882,46.610278,13.855833
br,telemaco borba,Telêmaco Borba,18,58880,-24.35,-50.616667
br,guanambi,Guanambi,5,58879,-14.216667,-42.783333
cn,mingyue,Mingyue,5,58872,43.106944,128.921667
de,langenfeld,Langenfeld,7,58803,51.1,6.95
gb,wallasey,Wallasey,Q1,58794,53.433333,-3.066667
cn,suozhen,Suozhen,25,58766,36.953889,118.104722
gb,littlehampton,Littlehampton,P6,58714,50.8,-0.533333
co,los patios,Los Patios,21,58663,7.837931,-72.503696
gr,galatsion,Galátsion,35,58625,38.0166667,23.75
cn,jidong,Jidong,8,58520,45.216667,131.083333
cn,fenyi,Fenyi,3,58478,27.811166,114.668047
cn,xinglongshan,Xinglongshan,5,58432,43.956111,125.466111
fr,saint-quentin,Saint-Quentin,B6,58399,49.849176,3.288062
cn,tongchuan,Tongchuan,32,58346,31.094069,105.087312
cn,qidong,Qidong,11,58287,26.768369,112.108136
gb,hereford,Hereford,F7,58281,52.05,-2.716667
br,aracruz,Aracruz,8,58272,-19.816667,-40.266667
al,korce,Korçë,46,58259,40.6186111,20.7808333
co,san andres,San Andrés,25,58258,12.584722,-81.700556
cn,dingtao,Dingtao,25,58206,35.068333,115.5625
eg,beni mazar,Beni Mazâr,10,58158,28.5036111,30.7991667
cn,juye,Juye,25,58107,35.394722,116.088333
br,ariquemes,Ariquemes,24,58102,-9.933333,-63.066667
de,hattingen,Hattingen,7,58076,51.4,7.166667
ar,ushuaia,Ushuaia,23,58045,-54.8,-68.3
co,caucasia,Caucasia,2,58035,7.986544,-75.193488
de,goppingen,Göppingen,1,58021,48.7,9.666667
de,friedrichshafen,Friedrichshafen,1,58005,47.65,9.483333
de,stralsund,Stralsund,12,57959,54.3,13.1
at,wels,Wels,4,57947,48.166667,14.033333
co,santa rosa de cabal,Santa Rosa de Cabal,24,57929,4.868056,-75.621389
et,debre birhan,Debre Birhan,46,57797,9.683333,39.533333
gb,bootle,Bootle,L8,57791,53.466667,-3.016667
br,farroupilha,Farroupilha,23,57651,-29.233333,-51.35
br,francisco beltrao,Francisco Beltrão,18,57618,-26.083333,-53.066667
fr,chambery,Chambéry,B9,57591,45.564646,5.926453
cn,huangpi,Huangpi,12,57554,30.884534,114.377886
cn,shanhetun,Shanhetun,8,57550,44.7,127.2
cn,yantongshan,Yantongshan,5,57515,43.291944,126.009444
br,picos,Picos,20,57496,-7.083333,-41.466667
bd,maulvi bazar,Maulvi Bazar,86,57448,24.4833333,91.7833333
cn,guiren,Guiren,4,57446,33.669722,118.188889
cn,baisha,Baisha,12,57417,29.959702,115.064265
gb,fareham,Fareham,F2,57390,50.85,-1.183333
gb,morley,Morley,H3,57386,53.733333,-1.583333
es,granollers,Granollers,56,57382,41.607816,2.289721
br,lencois paulista,Lençóis Paulista,27,57376,-22.6,-48.783333
gb,cheshunt,Cheshunt,F7,57374,51.7,-0.033333
cn,zhongxing,Zhongxing,4,57338,33.703889,118.679167
cn,langxiang,Langxiang,8,57318,46.95,128.883333
ch,luzern,Luzern,11,57269,47.083333,8.266667
cn,yangshan,Yangshan,25,57240,35.183333,116.25
br,sao sebastiao do paraiso,São Sebastião do Paraíso,15,57239,-20.916667,-47
es,irun,Irún,59,57205,43.338685,-1.793086
br,arcoverde,Arcoverde,30,57164,-8.416667,-36.916667
br,braganca,Bragança,16,57164,-1.05,-46.766667
cn,fengxian,Fengxian,4,57153,34.703882,116.587167
et,jijiga,Jijiga,52,57146,9.35,42.8
fr,neuilly-sur-seine,Neuilly-sur-Seine,A8,57141,48.883333,2.266667
fr,issy-les-moulineaux,Issy-les-Moulineaux,A8,57127,48.821042,2.277183
cn,suileng,Suileng,8,57124,47.166667,127.3
de,gorlitz,Görlitz,13,57097,51.166667,15
de,hilden,Hilden,7,57036,51.166667,6.933333
fi,vaasa,Vaasa,15,57014,63.1,21.6
cn,baishishan,Baishishan,5,56992,43.583333,127.566667
es,linares,Linares,51,56982,38.095193,-3.63602
cn,ninghai,Ninghai,25,56937,37.383333,121.583333
cl,los andes,Los Andes,1,56859,-32.833333,-70.616667
es,torrelavega,Torrelavega,39,56856,43.349435,-4.047852
cn,jinji,Jinji,16,56816,23.228056,110.826111
gb,bebington,Bebington,Q1,56803,53.35,-3.016667
br,vacaria,Vacaria,23,56766,-28.5,-50.933333
cn,caohai,Caohai,18,56744,26.85,104.233333
fr,niort,Niort,B7,56715,46.323875,-0.461334
gb,dartford,Dartford,G5,56694,51.45,0.216667
br,cajamar,Cajamar,27,56684,-23.35,-46.883333
gb,kidderminster,Kidderminster,Q4,56657,52.383333,-2.25
fr,vannes,Vannes,A2,56649,47.657897,-2.755735
gb,dewsbury,Dewsbury,G8,56641,53.7,-1.616667
cn,daokou,Daokou,9,56637,35.563889,114.505833
cn,yashan,Yashan,16,56629,22.1975,109.941944
br,janauba,Janaúba,15,56573,-15.8,-43.316667
fr,beauvais,Beauvais,B6,56526,49.433333,2.083333
br,vinhedo,Vinhedo,27,56493,-23.016667,-46.983333
cn,nantai,Nantai,19,56478,40.924101,122.80437
br,formiga,Formiga,15,56405,-20.45,-45.416667
cn,hutang,Hutang,4,56370,31.533333,119.483333
ci,daoukro,Daoukro,86,56310,7.058552,-3.964625
gb,stourbridge,Stourbridge,D7,56284,52.466667,-2.133333
de,sankt augustin,Sankt Augustin,7,56258,50.766667,7.183333
cn,gaogou,Gaogou,4,56214,34.0175,119.188611
co,espinal,Espinal,28,56214,4.149245,-74.884292
